Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3632521,EXP2_COL09_ROW28,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440869,SRX5440869,Kemal Marc Akat,8-Mar-19
GSM3632522,EXP2_COL09_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440870,SRX5440870,Kemal Marc Akat,8-Mar-19
GSM3632523,EXP2_COL09_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440871,SRX5440871,Kemal Marc Akat,8-Mar-19
GSM3632524,EXP2_COL09_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440872,SRX5440872,Kemal Marc Akat,8-Mar-19
GSM3632525,EXP2_COL09_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440873,SRX5440873,Kemal Marc Akat,8-Mar-19
GSM3632526,EXP2_COL09_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440874,SRX5440874,Kemal Marc Akat,8-Mar-19
GSM3632527,EXP2_COL09_ROW38,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440875,SRX5440875,Kemal Marc Akat,8-Mar-19
GSM3632528,EXP2_COL09_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440876,SRX5440876,Kemal Marc Akat,8-Mar-19
GSM3632529,EXP2_COL09_ROW40,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440877,SRX5440877,Kemal Marc Akat,8-Mar-19
GSM3632530,EXP2_COL10_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440878,SRX5440878,Kemal Marc Akat,8-Mar-19
GSM3632531,EXP2_COL10_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440879,SRX5440879,Kemal Marc Akat,8-Mar-19
GSM3632532,EXP2_COL10_ROW06,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440880,SRX5440880,Kemal Marc Akat,8-Mar-19
GSM3632533,EXP2_COL10_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440881,SRX5440881,Kemal Marc Akat,8-Mar-19
GSM3632534,EXP2_COL10_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440882,SRX5440882,Kemal Marc Akat,8-Mar-19
GSM3632535,EXP2_COL10_ROW11,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440883,SRX5440883,Kemal Marc Akat,8-Mar-19
GSM3632536,EXP2_COL10_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440884,SRX5440884,Kemal Marc Akat,8-Mar-19
GSM3632537,EXP2_COL10_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440885,SRX5440885,Kemal Marc Akat,8-Mar-19
GSM3632538,EXP2_COL10_ROW15,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440886,SRX5440886,Kemal Marc Akat,8-Mar-19
GSM3632539,EXP2_COL10_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440887,SRX5440887,Kemal Marc Akat,8-Mar-19
GSM3632540,EXP2_COL10_ROW18,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440888,SRX5440888,Kemal Marc Akat,8-Mar-19
GSM3632541,EXP2_COL10_ROW19,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440889,SRX5440889,Kemal Marc Akat,8-Mar-19
GSM3632542,EXP2_COL10_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440890,SRX5440890,Kemal Marc Akat,8-Mar-19
GSM3632543,EXP2_COL10_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440891,SRX5440891,Kemal Marc Akat,8-Mar-19
GSM3632544,EXP2_COL10_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440892,SRX5440892,Kemal Marc Akat,8-Mar-19
GSM3632545,EXP2_COL10_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440893,SRX5440893,Kemal Marc Akat,8-Mar-19
GSM3632546,EXP2_COL10_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440894,SRX5440894,Kemal Marc Akat,8-Mar-19
GSM3632547,EXP2_COL10_ROW26,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440895,SRX5440895,Kemal Marc Akat,8-Mar-19
GSM3632548,EXP2_COL10_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440896,SRX5440896,Kemal Marc Akat,8-Mar-19
GSM3632549,EXP2_COL10_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440897,SRX5440897,Kemal Marc Akat,8-Mar-19
GSM3632550,EXP2_COL10_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440898,SRX5440898,Kemal Marc Akat,8-Mar-19
GSM3632551,EXP2_COL10_ROW32,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440899,SRX5440899,Kemal Marc Akat,8-Mar-19
GSM3632552,EXP2_COL10_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440900,SRX5440900,Kemal Marc Akat,8-Mar-19
GSM3632553,EXP2_COL10_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440901,SRX5440901,Kemal Marc Akat,8-Mar-19
GSM3632554,EXP2_COL10_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440902,SRX5440902,Kemal Marc Akat,8-Mar-19
GSM3632555,EXP2_COL10_ROW38,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440903,SRX5440903,Kemal Marc Akat,8-Mar-19
GSM3632556,EXP2_COL10_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440904,SRX5440904,Kemal Marc Akat,8-Mar-19
GSM3632557,EXP2_COL10_ROW40,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440905,SRX5440905,Kemal Marc Akat,8-Mar-19
GSM3632558,EXP2_COL11_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440906,SRX5440906,Kemal Marc Akat,8-Mar-19
GSM3632559,EXP2_COL11_ROW02,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440907,SRX5440907,Kemal Marc Akat,8-Mar-19
GSM3632560,EXP2_COL11_ROW03,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440908,SRX5440908,Kemal Marc Akat,8-Mar-19
GSM3632561,EXP2_COL11_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440909,SRX5440909,Kemal Marc Akat,8-Mar-19
GSM3632562,EXP2_COL11_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440910,SRX5440910,Kemal Marc Akat,8-Mar-19
GSM3632563,EXP2_COL11_ROW06,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440911,SRX5440911,Kemal Marc Akat,8-Mar-19
GSM3632564,EXP2_COL11_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440912,SRX5440912,Kemal Marc Akat,8-Mar-19
GSM3632565,EXP2_COL11_ROW08,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440913,SRX5440913,Kemal Marc Akat,8-Mar-19
GSM3632566,EXP2_COL11_ROW09,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440914,SRX5440914,Kemal Marc Akat,8-Mar-19
GSM3632567,EXP2_COL11_ROW11,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440915,SRX5440915,Kemal Marc Akat,8-Mar-19
GSM3632568,EXP2_COL11_ROW12,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440916,SRX5440916,Kemal Marc Akat,8-Mar-19
GSM3632569,EXP2_COL11_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440917,SRX5440917,Kemal Marc Akat,8-Mar-19
GSM3632570,EXP2_COL11_ROW15,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440918,SRX5440918,Kemal Marc Akat,8-Mar-19
GSM3632571,EXP2_COL11_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440919,SRX5440919,Kemal Marc Akat,8-Mar-19
GSM3632572,EXP2_COL11_ROW17,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440920,SRX5440920,Kemal Marc Akat,8-Mar-19
GSM3632573,EXP2_COL11_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440921,SRX5440921,Kemal Marc Akat,8-Mar-19
GSM3632574,EXP2_COL11_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440922,SRX5440922,Kemal Marc Akat,8-Mar-19
GSM3632575,EXP2_COL11_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440923,SRX5440923,Kemal Marc Akat,8-Mar-19
GSM3632576,EXP2_COL11_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440924,SRX5440924,Kemal Marc Akat,8-Mar-19
GSM3632577,EXP2_COL11_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440925,SRX5440925,Kemal Marc Akat,8-Mar-19
GSM3632578,EXP2_COL11_ROW26,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440926,SRX5440926,Kemal Marc Akat,8-Mar-19
GSM3632579,EXP2_COL11_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440927,SRX5440927,Kemal Marc Akat,8-Mar-19
GSM3632580,EXP2_COL11_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440928,SRX5440928,Kemal Marc Akat,8-Mar-19
GSM3632581,EXP2_COL11_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440929,SRX5440929,Kemal Marc Akat,8-Mar-19
GSM3632582,EXP2_COL11_ROW32,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440930,SRX5440930,Kemal Marc Akat,8-Mar-19
GSM3632583,EXP2_COL11_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440931,SRX5440931,Kemal Marc Akat,8-Mar-19
GSM3632584,EXP2_COL11_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440932,SRX5440932,Kemal Marc Akat,8-Mar-19
GSM3632585,EXP2_COL11_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440933,SRX5440933,Kemal Marc Akat,8-Mar-19
GSM3632586,EXP2_COL11_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440934,SRX5440934,Kemal Marc Akat,8-Mar-19
GSM3632587,EXP2_COL11_ROW40,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440935,SRX5440935,Kemal Marc Akat,8-Mar-19
GSM3632588,EXP2_COL12_ROW02,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440936,SRX5440936,Kemal Marc Akat,8-Mar-19
GSM3632589,EXP2_COL12_ROW09,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440937,SRX5440937,Kemal Marc Akat,8-Mar-19
GSM3632590,EXP2_COL12_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440938,SRX5440938,Kemal Marc Akat,8-Mar-19
GSM3632591,EXP2_COL12_ROW11,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440939,SRX5440939,Kemal Marc Akat,8-Mar-19
GSM3632592,EXP2_COL12_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440940,SRX5440940,Kemal Marc Akat,8-Mar-19
GSM3632593,EXP2_COL12_ROW15,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440941,SRX5440941,Kemal Marc Akat,8-Mar-19
GSM3632594,EXP2_COL12_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440942,SRX5440942,Kemal Marc Akat,8-Mar-19
GSM3632595,EXP2_COL12_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440943,SRX5440943,Kemal Marc Akat,8-Mar-19
GSM3632596,EXP2_COL12_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440944,SRX5440944,Kemal Marc Akat,8-Mar-19
GSM3632597,EXP2_COL12_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440945,SRX5440945,Kemal Marc Akat,8-Mar-19
GSM3632598,EXP2_COL12_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440946,SRX5440946,Kemal Marc Akat,8-Mar-19
GSM3632599,EXP2_COL12_ROW28,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440947,SRX5440947,Kemal Marc Akat,8-Mar-19
GSM3632600,EXP2_COL12_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440948,SRX5440948,Kemal Marc Akat,8-Mar-19
GSM3632601,EXP2_COL12_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440949,SRX5440949,Kemal Marc Akat,8-Mar-19
GSM3632602,EXP2_COL12_ROW32,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440950,SRX5440950,Kemal Marc Akat,8-Mar-19
GSM3632603,EXP2_COL12_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440951,SRX5440951,Kemal Marc Akat,8-Mar-19
GSM3632604,EXP2_COL12_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440952,SRX5440952,Kemal Marc Akat,8-Mar-19
GSM3632605,EXP2_COL12_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440953,SRX5440953,Kemal Marc Akat,8-Mar-19
GSM3632606,EXP2_COL12_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440954,SRX5440954,Kemal Marc Akat,8-Mar-19
GSM3632607,EXP2_COL13_ROW03,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440955,SRX5440955,Kemal Marc Akat,8-Mar-19
GSM3632608,EXP2_COL13_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440956,SRX5440956,Kemal Marc Akat,8-Mar-19
GSM3632609,EXP2_COL13_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440957,SRX5440957,Kemal Marc Akat,8-Mar-19
GSM3632610,EXP2_COL13_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440958,SRX5440958,Kemal Marc Akat,8-Mar-19
GSM3632611,EXP2_COL13_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440959,SRX5440959,Kemal Marc Akat,8-Mar-19
GSM3632612,EXP2_COL13_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440960,SRX5440960,Kemal Marc Akat,8-Mar-19
GSM3632613,EXP2_COL13_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440961,SRX5440961,Kemal Marc Akat,8-Mar-19
GSM3632614,EXP2_COL13_ROW15,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440962,SRX5440962,Kemal Marc Akat,8-Mar-19
GSM3632615,EXP2_COL13_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440963,SRX5440963,Kemal Marc Akat,8-Mar-19
GSM3632616,EXP2_COL13_ROW18,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440964,SRX5440964,Kemal Marc Akat,8-Mar-19
GSM3632617,EXP2_COL13_ROW19,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440965,SRX5440965,Kemal Marc Akat,8-Mar-19
GSM3632618,EXP2_COL13_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440966,SRX5440966,Kemal Marc Akat,8-Mar-19
GSM3632619,EXP2_COL13_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440967,SRX5440967,Kemal Marc Akat,8-Mar-19
GSM3632620,EXP2_COL13_ROW23,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440968,SRX5440968,Kemal Marc Akat,8-Mar-19
GSM3632621,EXP2_COL13_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440969,SRX5440969,Kemal Marc Akat,8-Mar-19
GSM3632622,EXP2_COL13_ROW26,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440970,SRX5440970,Kemal Marc Akat,8-Mar-19
GSM3632623,EXP2_COL13_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440971,SRX5440971,Kemal Marc Akat,8-Mar-19
GSM3632624,EXP2_COL13_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440972,SRX5440972,Kemal Marc Akat,8-Mar-19
GSM3632625,EXP2_COL13_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440973,SRX5440973,Kemal Marc Akat,8-Mar-19
GSM3632626,EXP2_COL13_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440974,SRX5440974,Kemal Marc Akat,8-Mar-19
GSM3632627,EXP2_COL13_ROW32,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440975,SRX5440975,Kemal Marc Akat,8-Mar-19
GSM3632628,EXP2_COL13_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440976,SRX5440976,Kemal Marc Akat,8-Mar-19
GSM3632629,EXP2_COL13_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440977,SRX5440977,Kemal Marc Akat,8-Mar-19
GSM3632630,EXP2_COL13_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440978,SRX5440978,Kemal Marc Akat,8-Mar-19
GSM3632631,EXP2_COL13_ROW40,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440979,SRX5440979,Kemal Marc Akat,8-Mar-19
GSM3632632,EXP2_COL14_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440980,SRX5440980,Kemal Marc Akat,8-Mar-19
GSM3632633,EXP2_COL14_ROW02,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440981,SRX5440981,Kemal Marc Akat,8-Mar-19
GSM3632634,EXP2_COL14_ROW03,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440982,SRX5440982,Kemal Marc Akat,8-Mar-19
GSM3632635,EXP2_COL14_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440983,SRX5440983,Kemal Marc Akat,8-Mar-19
GSM3632636,EXP2_COL14_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440984,SRX5440984,Kemal Marc Akat,8-Mar-19
GSM3632637,EXP2_COL14_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440985,SRX5440985,Kemal Marc Akat,8-Mar-19
GSM3632638,EXP2_COL14_ROW08,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440986,SRX5440986,Kemal Marc Akat,8-Mar-19
GSM3632639,EXP2_COL14_ROW09,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440987,SRX5440987,Kemal Marc Akat,8-Mar-19
